SKU,Title,Description,Assets,Price,Stock,Category,Brand
131L9243,Danfoss FC102 22KW 44A IP55 131L9243,"Frequency Converter
FC-102P22KT4E55H3XGXXOXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P22K) 22 KW / 30 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model Code

Model code:
FC-102P22KT4E55H3XGXXOXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,3074,22,VLT® HVAC Drive FC 102,Danfoss
131L9244,Danfoss FC102 30KW 61A IP55 131L9244,"Frequency Converter
FC-102P30KT4E55H3XGXXOXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P30K) 30 KW / 40 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B2
Other options according to Model Code

Model code:
FC-102P30KT4E55H3XGXXOXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,3582,39,VLT® HVAC Drive FC 102,Danfoss
131B6976,Danfoss FC102 37KW 73A IP55 131B6976,"Frequency Converter
FC-102P37KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P37K) 37 KW / 50 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model Code

Model code:
FC-102P37KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B2_IP21-55-66.jpg?w=300&h=300,4252,6,VLT® HVAC Drive FC 102,Danfoss
131B7017,Danfoss FC102 45KW 90A IP55 131B7017,"FC-102P45KT4E55H3XGXXXXSXXXXAXBXCXXXXDX

Frequency Converter
FC-102P45KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P45K) 45 KW / 60 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model Code

Model code:
FC-102P45KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C1_IP21-55-66.jpg?w=300&h=300,5194,5,VLT® HVAC Drive FC 102,Danfoss
131B7027,Danfoss FC102 55KW 106A IP55 131B7027,"Frequency Converter
FC-102P55KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P55K) 55 KW / 75 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C1
Other options according to Model Code

Model code:
FC-102P55KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C1_IP21-55-66.jpg?w=300&h=300,6277,2,VLT® HVAC Drive FC 102,Danfoss
131B9364,Danfoss FC102 75KW 147A IP55 131B9364,"FC-102P75KT4E55H3XGXXXXSXXXXAXBXCXXXXDX

Frequency Converter
FC-102P75KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P75K) 75 KW / 100 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C2
Other options according to Model Code

Model code:
FC-102P75KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C2_IP21-55-66.jpg?w=300&h=300,7228,2,VLT® HVAC Drive FC 102,Danfoss
131F1568,Danfoss FC102 90KW 177A IP55 131F1568,"Frequency Converter
FC-102P90KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P90K) 90 KW / 125 HP, Three phase
380 - 480 VAC, IP55 / Type 12
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C2
Other options according to Model Code

Model code:
FC-102P90KT4E55H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C2_IP21-55-66.jpg?w=300&h=300,8451,2,VLT® HVAC Drive FC 102,Danfoss
131B5468,Danfoss FC102 1.1KW 3A IP20 131B5468,"Frequency Converter
FC-102P1K1T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P1K1) 1.1 KW / 1.5 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model Code

Model code:
FC-102P1K1T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,603,27,VLT® HVAC Drive FC 102,Danfoss
131B5469,Danfoss FC102 1.5KW 4.1A IP20 131B5469,"Frequency Converter
FC-102P1K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P1K5) 1.5 KW / 2.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model Code

Model code:
FC-102P1K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,689,17,VLT® HVAC Drive FC 102,Danfoss
131B5470,Danfoss FC102 2.2KW 5.5A IP20 131B5470,"Frequency Converter
FC-102P2K2T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P2K2) 2.2 KW / 3.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model Code

Model code:
FC-102P2K2T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,832,13,VLT® HVAC Drive FC 102,Danfoss
131B5471,Danfoss FC102 3KW 7.2A IP20 131B5471,"Frequency Converter
FC-102P3K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P3K0) 3.0 KW / 4.0 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model Code

Model code:
FC-102P3K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,924,9,VLT® HVAC Drive FC 102,Danfoss
131B5472,Danfoss FC102 4KW 10A IP20 131B5472,"Frequency Converter
FC-102P4K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P4K0) 4.0 KW / 5.5 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A2
Other options according to Model Code

Model code:
FC-102P4K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A2_IP20.jpg?w=300&h=300,986,10,VLT® HVAC Drive FC 102,Danfoss
131B5473,Danfoss FC102 5.5KW 13A IP20 131B5473,"Frequency Converter
FC-102P5K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P5K5) 5.5 KW / 7.5 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A3
Other options according to Model Code

Model code:
FC-102P5K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A3_IP20.jpg?w=300&h=300,1141,21,VLT® HVAC Drive FC 102,Danfoss
131B5474,Danfoss FC102 7.5KW 16A IP20 131B5474,"Frequency Converter
FC-102P7K5T4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P7K5) 7.5 KW / 10 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: A3
Other options according to Model Code

Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_A3_IP20.jpg?w=300&h=300,1279,15,VLT® HVAC Drive FC 102,Danfoss
131F8307,Danfoss FC102 11KW 24A IP20 131F8307,"Frequency Converter
FC-102P11KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P11K) 11 KW / 15 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model Code

Model code:
FC-102P11KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,1649,0,VLT® HVAC Drive FC 102,Danfoss
131F8308,Danfoss FC102 15KW 32A IP20 131F8308,"Frequency Converter
FC-102P15KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P15K) 15 KW / 20 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model Code

Model code:
FC-102P15KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,1870,0,VLT® HVAC Drive FC 102,Danfoss
131G0433,Danfoss FC102 18KW 37.5A IP20 131G0433,"Frequency Converter
FC-102P18KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P18K) 18.5 KW / 25 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B3
Other options according to Model Code

Model code:
FC-102P18KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B3_IP20.jpg?w=300&h=300,2341,19,VLT® HVAC Drive FC 102,Danfoss
131F9921,Danfoss FC102 22KW 44A IP20 131F9921,"Frequency Converter
FC-102P22KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P22K) 22 KW / 30 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model Code

Model code:
FC-102P22KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,2734,0,VLT® HVAC Drive FC 102,Danfoss
131F9926,Danfoss FC102 30KW 61A IP20 131F9926,"Frequency Converter
FC-102P30KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P30K) 30 KW / 40 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model Code

Model code:
FC-102P30KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,3186,0,VLT® HVAC Drive FC 102,Danfoss
131F9931,Danfoss FC102 37KW 73A IP20 131F9931,"Frequency Converter
FC-102P37KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P37K) 37 KW / 50 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: B4
Other options according to Model Code

Model code:
FC-102P37KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_B4_IP20.jpg?w=300&h=300,3849,0,VLT® HVAC Drive FC 102,Danfoss
131F9936,Danfoss FC102 45KW 90A IP20 131F9936,"Frequency Converter
FC-102P45KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P45K) 45 KW / 60 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C3
Other options according to Model Code

Model code:
FC-102P45KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C3_IP20.jpg?w=300&h=300,4700,5,VLT® HVAC Drive FC 102,Danfoss
131F9941,Danfoss FC102 55KW 106A IP20 131F9941,"Frequency Converter
FC-102P55KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P55K) 55 KW / 75 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C3
Other options according to Model Code

Model code:
FC-102P55KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C3_IP20.jpg?w=300&h=300,5686,1,VLT® HVAC Drive FC 102,Danfoss
131F9946,Danfoss FC102 75KW 147A IP20 131F9946,"Frequency Converter
FC-102P75KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
VLT® HVAC Drive FC-102
(P75K) 75 KW / 100 HP, Three phase
380 - 480 VAC, (E20) IP20 / Chassis
(H3) RFI Class A1/B (C1)
No brake chopper
Graphical Loc. Cont. Panel
Not coated PCB, No Mains Option
Latest release std. SW.
No A Option, No B Option
No C1 option, No D option
Frame: C4
Other options according to Model Code

Model code:
FC-102P75KT4E20H3XGXXXXSXXXXAXBXCXXXXDX
Danfoss Drive is dedicated to ventilation, heating, and refrigeration applications. With a wide range of powerful standard and optional features, the Drive provides the lowest overall cost of ownership.",https://files.danfoss.com/dds/l01/VLT_C4_IP20.jpg?w=300&h=300,6552,1,VLT® HVAC Drive FC 102,Danfoss
